x,z,
193.2407962763437,-158.6127190816822,
192.18127018489008,-159.89483853496424,
191.10551117229735,-161.179042060607,
190.0523441438951,-162.41953849648283,
189.01671506609125,-163.62359678733407,
187.97274200133558,-164.82186828360892,
186.83293391900256,-166.11277736290376,
186.83293391900256,-166.11277736290376,
187.96798577158702,-164.8272924153414,
188.9962027949822,-163.6472894033933,
190.0702334603182,-162.39860329553372,
191.16261145678766,-161.11131549652632,
192.1951608653208,-159.87814153271066,
193.2250466612758,-158.6319051853939,
194.31078080169792,-157.3000968347906,
195.32198964851804,-156.04268762022846,
196.3071952787539,-154.8014375960029,
197.3082139610016,-153.52351189156536,
198.30117353243378,-152.2387748757181,
199.32065551189416,-150.90154500968112,
200.2839860719778,-149.6206032708056,
201.2808905403533,-148.2767787055084,
202.23996282745983,-146.96597373388053,
203.15610209963057,-145.69693950006115,
204.1551827304647,-144.2936636318122,
205.0731672126894,-142.9859996270835,
206.00255514263128,-141.6437336231546,
206.93606375234225,-140.27638974070635,
207.84200548121166,-138.93056092000776,
208.7680684740488,-137.5350631134289,
209.63560250908023,-136.20908251895287,
210.5441881911386,-134.80038879370642,
211.39207593155876,-133.46681322840556,
212.28192759480592,-132.04689779254028,
213.16388328528166,-130.61837107673185,
213.97876544788724,-129.27910866570073,
214.83929965758233,-127.84394910452171,
215.65696157550275,-126.45977591322125,
216.4968027363987,-125.01653652584069,
217.2820741055799,-123.64667513676734,
218.1296243735123,-122.14526994800258,
218.87860884307395,-120.7979908397513,
219.67980280216292,-119.33475705259895,
220.43710272753523,-117.92999508644982,
221.22224977677405,-116.45048820723167,
221.99527314675322,-114.96999043445392,
222.75824777051915,-113.48463794808532,
223.47054282127607,-112.07549460593168,
224.21866283054914,-110.57120438197514,
224.92458396043614,-109.12805106948768,
225.60753279729386,-107.70905786013529,
226.33901099758862,-106.1633274753267,
227.00972317585263,-104.72146668005925,
227.7374872229227,-103.12922434203179,
228.36001091418765,-101.74333106042924,
229.05242045992532,-100.17479064839408,
229.66657305786515,-98.75862099004974,
230.32117031753646,-97.22221198656383,
230.96914100364253,-95.67264971787647,
231.5626666084463,-94.22702071691299,
232.20234556923617,-92.63946627731097,
232.78936221699553,-91.15433527048755,
233.39795680862852,-89.58456204925922,
233.94022442735394,-88.15878512592647,
234.52912994286504,-86.57994691753241,
235.10190731984443,-85.01231189993179,
235.64344826816279,-83.49949274270887,
236.22252975233064,-81.8469085391089,
236.73213551751707,-80.36103541714685,
237.23392449584895,-78.86738913072908,
237.75987634290576,-77.26733592797251,
238.24141746838475,-75.76956514758947,
238.75690945550235,-74.12919928919406,
239.23118526017478,-72.58402027314226,
239.70143340387295,-71.01565196580725,
240.15560264745875,-69.46428231138577,
240.6138228109401,-67.86006389847803,
241.03729037535018,-66.34021893624649,
241.4770324596736,-64.72127003134078,
241.8854677512869,-63.177689818013626,
242.31046114853058,-61.527558199447924,
242.70799801618352,-59.94020102549077,
243.09264669268,-58.36064704874205,
243.45519799668756,-56.82927562791617,
243.82988172015146,-55.199536051826925,
244.17497566459622,-53.652411494674176,
244.54062077666381,-51.96041560807525,
244.8653894118562,-50.40774809669655,
245.18207309702964,-48.8441504362889,
245.50438957310618,-47.19740141508328,
245.79919338626604,-45.63722746465852,
246.1124766437201,-43.91638464507668,
246.3830783851858,-42.37190915499778,
246.64700206433457,-40.80755288762283,
246.92049288105807,-39.1186681186278,
247.16229300164946,-37.56062989576689,
247.41361819340767,-35.86783423133727,
247.64061384412219,-34.265527500774716,
247.85854997635292,-32.65178714281597,
248.06539729429343,-31.0412413608791,
248.2564565831348,-29.47425596662451,
248.4577361085377,-27.72640199918214,
248.62836785280263,-26.152145205536467,
248.79229425650587,-24.543722590189997,
248.95363939311233,-22.84918888985325,
249.09267965723038,-21.279965723196465,
249.23339298303873,-19.563124038920385,
249.3536257873646,-17.96578154979482,
249.4642305447675,-16.358413086454682,
249.5636521798232,-14.764264650439905,
249.65861848804443,-13.06040637350426,
249.73611088592915,-11.483680575969897,
249.80628772988626,-9.839644841825749,
249.86613978398503,-8.179987130188964,
249.91405683164152,-6.554708075196186,
249.951357075458,-4.931439560300668,
249.9793730163795,-3.2113963221331114,
249.9946196154375,-1.640171738785775,
249.99999882853163,-0.02420194592767189,
249.99453788100325,1.6525827251999239,
249.9791497116598,3.228731861827695,
249.95125067241833,4.936829680462338,
249.91405073107458,6.5549406698977055,
249.86768859309706,8.132539403106893,
249.80761049127895,9.80600533537822,
249.73647776113978,11.475699345126523,
249.65806308416998,13.071018975603756,
249.561838487559,14.79489002019028,
249.46392596203657,16.363057281802046,
249.35286465207022,17.976342503589553,
249.23219367327323,19.578397197115386,
249.10218576834788,21.168397327891814,
248.9546848557586,22.837795173132033,
248.79220667162784,24.54461039540104,
248.62874515413577,26.14855795411677,
248.45898758761737,27.715185132634335,
248.26233663787366,29.424687034921636,
248.07654897415398,30.95199265110684,
247.86369354842435,32.61271869275514,
247.6383912465019,34.28158661503952,
247.4176286924869,35.84015920984023,
247.17151576480157,37.49989059357976,
246.9237692071807,39.09798205174991,
246.65840070218454,40.73859795133562,
246.38913671955805,42.33666621961311,
246.11829294781523,43.88377691645742,
245.8203013695247,45.523394365930656,
245.49418396503012,47.25045649878895,
245.18214130434743,48.843808056037304,
244.86739119356488,50.39802307687945,
244.5429179556202,51.94960324921467,
244.20360748726966,53.52194026942158,
243.84015390511345,55.15414167159695,
243.47998447639418,56.722986164119064,
243.0929726310054,58.35928938413543,
242.72062087305181,59.88906580503856,
242.31544305156575,61.507934924881035,
241.89748970594135,63.13164399858444,
241.49555802643144,64.65211097483582,
241.05857220942568,66.26284603269855,
240.5969286858276,67.91993747749473,
240.16398518154432,69.43529521589831,
239.71937309765488,70.95507143021807,
239.23844722698087,72.56008109438062,
238.746890392329,74.16146120454506,
238.27340488026005,75.66891387331829,
237.75154379537568,77.29297136813639,
237.25910531710244,78.79160452819896,
236.75521506647422,80.29301425919645,
236.19670344017013,81.92140919195866,
235.65976599314772,83.45342828221533,
235.1311858111554,84.93129846552392,
234.5433244869758,86.54148680602374,
233.99200611481814,88.02125353778437,
233.392786294355,89.59803181854795,
232.82174620860604,91.07158992998552,
232.2086112861725,92.62375961138285,
231.62032212773775,94.08520806929748,
230.95557243981236,95.70539984242573,
230.3473763453299,97.16010606634264,
229.73222066082332,98.60581519487974,
229.08037011330077,100.11085869551387,
228.4051636511426,101.64192647473166,
227.72222115358605,103.16292935389754,
227.0657412201781,104.59994820329078,
226.3610103282297,106.1164125061863,
225.62676243544286,107.66877018383849,
224.94467624292008,109.08662901551162,
224.24076994672478,110.52636379479806,
223.49578367805975,112.02515198887224,
222.7760799683085,113.44962844343658,
222.0151931720809,114.9315187438311,
221.21430015202083,116.46558894476793,
220.48022922048077,117.84934672234827,
219.6886517405133,119.31846586524425,
218.9104791071386,120.74022584492309,
218.13151930485412,122.1418858776794,
217.27108159073845,123.66599008777914,
216.54066111859308,124.94055419407518,
215.6563729950979,126.46077963779604,
214.84171936058632,127.83988275255523,
214.03313951965072,129.18906760001687,
213.1665581049982,130.6140057791217,
212.32080044166563,131.9843843028803,
211.4231500612994,133.41758361684296,
210.55978786331636,134.77602062294025,
209.656604789481,136.1767530386423,
208.79900221818227,137.4880964763551,
207.87590331853983,138.8798358996045,
206.9678534851095,140.22948200633937,
206.02066058829456,141.61739798048376,
205.12623677914542,142.90985615004297,
204.16718079401724,144.27668656655197,
203.2294472050117,145.59461455955497,
202.21700040899486,146.9975671417339,
201.264694692317,148.29876152688675,
200.27470078883903,149.63303186108675,
199.30288523057408,150.9250142910996,
198.33343176818568,152.19674715004402,
197.3495305085298,153.47039717177663,
196.3292638996715,154.77344777646178,
195.3279447909117,156.03523314866595,
194.30460651794934,157.30772354180476,
193.25346833670972,158.5972792195135,
192.17943448976686,159.89704487323525,
191.16193657220643,161.11211626058335,
190.12552457498498,162.3338686321705,
189.0076778488091,163.63403592835078,
187.91527352271012,164.8873857421636,
186.86759157379052,166.0737884779263,
185.8151698106553,167.25047882812575,
184.6878853156458,168.49446583681873,
183.6201686726067,169.6574008307432,
182.47690367232497,170.88645243599922,
181.36772766112114,172.0632074647029,
180.23171920444605,173.2527846604773,
179.05908525573304,174.46444906450176,
177.95596000464224,175.58951078816233,
176.7432882559433,176.81009602530207,
175.62597750464073,177.9199708451511,
174.42766557914996,179.0949175175226,
173.2716015761082,180.21362902746958,
172.12473417947874,181.3093375522722,
170.9415915884885,182.42525117207427,
169.7145658260799,183.56733409423688,
168.47819046630258,184.70273234903772,
167.26938872308395,185.79814745095234,
166.10121194328946,186.8432160689021,
164.84790857690444,187.94990566057902,
163.58324305898208,189.05164000956455,
162.3874861504761,190.07973153844924,
161.1073710916564,191.1659357206072,
159.8963292775696,192.18002987708957,
158.56912490772464,193.27657029758785,
157.35287577942626,194.26804287876186,
156.045687523196,195.31959298906258,
154.80277764225133,196.30613855466592,
153.48524592888992,197.3379823605891,
152.19034699690533,198.3383429419575,
150.94350376319477,199.28888245883263,
149.61128143108436,200.29094954228177,
148.26759788546738,201.28765341489117,
146.9865239485607,202.22502757452946,
145.60773030388467,203.22005037828131,
144.32349777346923,204.13409316043078,
142.91867108104609,205.12009520382873,
141.61998690097656,206.0188809555261,
140.28027427878982,206.9334304752799,
138.93536540679264,207.83879387467826,
137.53383238215068,208.76887926671083,
136.19203999104747,209.64667477228664,
134.7289777420837,210.5898918670436,
133.40292154214907,211.43240178368882,
131.98484538306627,212.32051382098737,
130.64069285780798,213.15020377572216,
129.28880198108757,213.97290875784984,
127.84451571415617,214.83896248542274,
126.40858293680479,215.68697262447017,
124.98637386761044,216.51421742561365,
123.60642417805683,217.30497440674085,
122.11697805139669,218.14546447633217,
120.734520243166,218.9136259387536,
119.26256659172124,219.71900284216488,
117.84089783932224,220.48474504242333,
116.40604080053268,221.24564100823483,
114.91853336280057,222.0219148862177,
113.44499719187041,222.77843839145768,
111.99914625267722,223.50881691483988,
110.58449214745515,224.21210961161182,
109.08526793805487,224.94533629058145,
107.61300574966492,225.65336468469195,
106.1819728380856,226.33026453440124,
104.59385394281567,227.0685484988816,
103.15455629786689,227.72601413758204,
101.69883178622727,228.37983188827477,
100.17244523124856,229.0534462006466,
98.72003168764344,229.6831629519035,
97.17515070063743,230.34102996710857,
95.60449181912061,230.99736176850095,
94.1145292414178,231.6084095745798,
92.651137923172,232.19768870843947,
91.1125486598578,232.80572045528658,
89.64767187688848,233.373723728816,
88.07838962881439,233.9705051505312,
86.59883041639539,234.52215795210566,
85.02595294978663,235.0969742999273,
83.45448855006943,235.65939052124855,
81.8642426396529,236.21652308218415,
80.37065782594318,236.72886887877692,
78.77905273389078,237.26327328592356,
77.28061480336454,237.755560556665,
75.68321952123242,238.26886133714774,
74.14494146204069,238.75202125969648,
72.52908905763633,239.24784479796145,
71.02245719778654,239.69941713235053,
69.39382473879314,240.17597108812043,
67.88238630876825,240.60752612714998,
66.20603673262019,241.07418090736914,
64.77802448848487,241.46181384096587,
63.105674183710924,241.90426595208967,
61.56533754527568,242.3008650684852,
59.94799535472601,242.70607296264703,
58.3790887571548,243.08821854603372,
56.754639967438465,243.47260799146676,
55.212283888314914,243.8269954452052,
53.58119218994715,244.19061374979987,
51.93313781043726,244.54641522042832,
50.38328322195033,244.87042445296805,
48.74030325684922,245.202738235996,
47.1887174101235,245.50605888488272,
45.5327378005526,245.81857087776368,
43.987706810220146,246.09973923102422,
42.33242323396765,246.38986574764036,
40.679627751977655,246.6681330978133,
39.079479233229385,246.92669823828203,
37.522821419644465,247.16803570184692,
35.8446501637585,247.41697810505602,
34.24904559820047,247.64289385244305,
32.680511302930036,247.8547642894505,
30.974507225484782,248.07373884016502,
29.33902681179092,248.2724743215345,
27.763444199804194,248.45359962408344,
26.004447204188033,248.64385921555473,
24.490843200505147,248.79750521122247,
22.924193364811046,248.9467440208302,
21.252837210245218,249.0949957556651,
19.63817419083266,249.22749068762562,
18.000056156451574,249.35115395434727,
16.328264038806797,249.46620571427908,
14.747771035215012,249.56462740038475,
13.080198497176989,249.65758231480663,
11.377016868048992,249.74099280491404,
9.79631655807415,249.80799062859057,
8.222123827352576,249.8647567780772,
6.5329570554675644,249.91462636690838,
4.9307415748933465,249.95137084545388,
3.259330752896297,249.97875262318442,
1.6647221601086788,249.99445733881709,
-0.011480361770679208,249.99999973640257,
-1.691017877477688,249.99428085165877,
-3.2709652387045325,249.9786006569506,
-4.891808853457775,249.952135830325,
-6.6037542186219635,249.9127656407732,
-8.180258536809607,249.86613089866933,
-9.768412622938003,249.80908333130728,
-11.44299914207985,249.7379782304533,
-13.119472594613844,249.655521546869,
-14.779286980497782,249.5627630003084,
-16.394328322643545,249.4618728360095,
-17.96752238874146,249.35350035483773,
-19.639102207975665,249.22741756168136,
-21.2141536954952,249.09829321571817,
-22.88263604933445,248.95056731695493,
-24.55341065206806,248.7913383246107,
-26.152723797723283,248.62830699250637,
-27.717921860973544,248.45868229488173,
-29.392526388097416,248.2661462876584,
-31.05721249570808,248.06339825132696,
-32.617909897715535,247.86301045921417,
-34.28777202349781,247.6375348965997,
-35.89681382553533,247.40941525571506,
-37.49222125556502,247.1726792048906,
-39.16218473295951,246.913594779513,
-40.70882618185259,246.66331602185136,
-42.36514358828281,246.38424180280722,
-43.95372618008781,246.10581048582713,
-45.6203343038119,245.80232931770286,
-47.193745086232475,245.50509246191962,
-48.748025570050594,245.2012031027207,
-50.34407769770348,244.87848790934575,
-51.93856309511751,244.54526301610198,
-53.61407490480264,244.18339618430696,
-55.149639894225245,243.84117211729702,
-56.781949019608426,243.4662405047866,
-58.31916135688998,243.10260265704486,
-59.94336392375803,242.70721687148884,
-61.61518145621936,242.28819495410247,
-63.145266548442585,241.89393401349722,
-64.71306568256657,241.4792312600896,
-66.23928501716554,241.06504748804775,
-67.85005974187739,240.61664404821138,
-69.4154731064817,240.16971518782987,
-71.05752381505643,239.68902417355844,
-72.55495918142306,239.24000062318598,
-74.12042062024119,238.75963487800556,
-75.76269034771518,238.24360379929664,
-77.26770482633498,237.7597564577958,
-78.82149236625388,237.24917774600735,
-80.32978033405034,236.74274305980998,
-81.94548359045184,236.18835220883986,
-83.42458151770477,235.66997941739595,
-85.01114473588363,235.1023293604184,
-86.61563948849269,234.51595040849455,
-88.0914932337617,233.96557186869634,
-89.56783310267383,233.40437715109707,
-91.08690461968521,232.8157550656836,
-92.64681506521983,232.19941356142775,
-94.13702214827421,231.5992682653711,
-95.69196324340845,230.96113995783395,
-97.2391129974855,230.31403540266982,
-98.73717097866108,229.67579556220252,
-100.20492366783839,229.03923959165311,
-101.73745002470872,228.36263105523614,
-103.23972852044655,227.68741391439383,
-104.67472967152169,227.03127751081755,
-106.22010400624839,226.31237152418728,
-107.64493189552266,225.63813648673909,
-109.15484961946188,224.91157996989097,
-110.5318604130835,224.23806062669786,
-112.01832123837987,223.49920739665976,
-113.52368766908889,222.73834950006062,
-114.96520323925037,221.99775234032856,
-116.36337371713097,221.26808458783051,
-117.83433020651943,220.48825507219414,
-119.3134557011429,219.69137281343438,
-120.74929360124658,218.90547753493962,
-122.12564182409973,218.140614304287,
-120.66152834481576,218.95386632232194,
-119.15272235546787,219.7785903023331,
-117.76970878595971,220.5227781714856,
-116.33251201571711,221.2843117984486,
-114.85167115221392,222.05651000036838,
-113.44776205637591,222.77703042369498,
-111.97830586678607,223.5192587120951,
-110.48204067580464,224.26261099012885,
-109.06443328941342,224.95543867899502,
-107.54543550989246,225.6855761917176,
-106.02818853336346,226.40234812460213,
-104.59839818424226,227.06645524447396,
-103.11473833725165,227.74404654708346,
-101.59029518680612,228.4281329518271,
-100.14348307690227,229.06611010192273,
-98.59968491691656,229.73485180591294,
-97.14488217794579,230.353797161308,
-95.5929163371084,231.00215225440346,
-94.09160422636563,231.6177238773168,
-92.47247111615395,232.26890038417125,
-91.00494459867045,232.84780449596883,
-89.56453790820713,233.40564163980554,
-87.9961322918508,234.00145448623837,
-86.41910504315845,234.58844447998615,
-84.98181896143089,235.1129312607169,
-83.40973712152358,235.67523364434868,
-81.82836450420169,236.22895411563653,
-80.24331635806779,236.7720637656796,
-78.6954174657521,237.29102652627003,
-77.1663714559297,237.79266413479934,
-75.62085668973906,238.28866115178445,
-74.01428998443511,238.79255616140958,
-72.47162971328791,239.2652563300825,
-70.92851713691267,239.72723136256067,
-69.31188375924499,240.1996310774538,
-67.76050182990832,240.64187996223558,
-66.16728902727222,241.08481881441938,
-64.64626626947741,241.49712266902029,
-63.02896141450845,241.92426505625352,
-61.49658166918447,242.31832461249257,
-59.88138395907279,242.72251616845543,
-58.24489760408035,243.12040618403506,
-56.71138951099998,243.482685831522,
-55.07950146027667,243.8570247478784,
-53.5412239545389,244.19938029702269,
-51.9048348600621,244.55242406925694,
-50.17215794548194,244.913769655962,
-48.72558125523403,245.20566415019778,
-47.13009878378297,245.51731871424235,
-45.53010641264105,245.8190582726522,
-43.87896574620031,246.11915074825808,
-42.27776034867932,246.39925117560654,
-40.63194482274465,246.67599206230312,
-39.071319461465876,246.92798949398198,
-37.420281587836755,247.18358061547497,
-35.76976057488799,247.42781619780584,
-34.15418550227961,247.65599450180056,
-32.464204628997905,247.8831890584889,
-30.869898816309743,248.08677785619852,
-29.274702206889675,248.2800672843028,
-27.70755293093911,248.45983882828872,
-26.01397511310463,248.64286255353232,
-24.445566651482224,248.80195793258528,
-22.769702087621717,248.96092196736612,
-21.20742929887262,249.09886579937154,
-19.535864229987588,249.23553119245958,
-17.913750084599723,249.3573691670381,
-16.240873227793863,249.4719103161691,
-14.636998537983072,249.57114872075874,
-13.002230329073521,249.66165505834033,
-11.331065133310233,249.74308191208155,
-9.682064795419818,249.81244488875507,
-8.111528925038867,249.86837154489612,
-6.438120544914489,249.9170874587193,
-4.858808870345327,249.95277949317037,
-3.2265987993381824,249.97917725320266,
-1.5511228516616908,249.99518798948722,
0.17325312639247045,249.9999399667012,
1.7437644634863287,249.9939184970224,
3.3223123634926988,249.97792350637562,
4.996004132906541,249.95007490037682,
6.622791103391909,249.9122618800463,
8.294651282994572,249.86235963044436,
9.875609488672874,249.80486852186695,
11.50003067782577,249.73535851859077,
13.172767054225702,249.65271520280947,
14.851184454218107,249.5584947869072,
16.471150381679383,249.45681230446303,
18.03324734172944,249.34875574245805,
19.790357131860457,249.21545249962614,
21.308987535188123,249.09019862336052,
22.97718183753111,248.94185890445388,
24.545652565175306,248.79210385410087,
26.164874091528453,248.62702862676548,
27.849359893676173,248.44398393503613,
29.53533933756643,248.24919683699844,
31.084690434389355,248.059956503661,
32.75287718380013,247.84521184840935,
34.34332449896826,247.62983677731276,
35.92395055933753,247.4054764474915,
37.57665808063416,247.1598567071342,
39.14157584415333,246.91686260852333,
40.790945901253394,246.64974910281384,
42.481760766053306,246.36416135918756,
44.05448212174514,246.08779450632014,
45.608779759189716,245.8044735330863,
47.25346530540332,245.49360483856,
48.8586807697484,245.17917797692326,
50.45025656801959,244.85663481355982,
52.125055479131625,244.50557987763275,
53.68616340415171,244.1675569336408,
55.2145536552016,243.82648146716318,
56.84895355334691,243.4506037780342,
58.480418079331976,243.06386136418251,
59.96655841540037,242.70148716440198,
61.589508055391846,242.29472238886018,
63.211275232277345,241.8766931382792,
64.86286858063774,241.43903636216518,
66.38755932186655,241.02425597289093,
67.91217355697738,240.59912028676865,
69.55809237471527,240.12844851285442,
71.11984436400567,239.67053998695712,
72.63686953403538,239.21514413660253,
74.24131383296152,238.722071288676,
75.7409199155193,238.25052581337758,
77.34254304177588,237.7354223413731,
78.94062655503637,237.20956447643144,
80.42651615826962,236.7098973398527,
82.04873399536973,236.15250422080445,
83.52950606013675,235.63281099488157,
85.11340948837389,235.06532608035664,
86.59053485002305,234.52522097716258,
88.15900294534184,233.94014234347043,
89.61939459672445,233.38458413553494,
91.1862240317134,232.7768728779519,
92.69951512854256,232.17837947348394,
94.26955398733476,231.54535450107605,
95.76190178979779,230.9321505672199,
97.27555749998058,230.29864505260983,
98.7421238396813,229.67366627375688,
100.27822365482183,229.0071567891133,
101.72249917244085,228.3692911976406,
103.2450977205733,227.6849792952299,
104.7691500858505,226.98772035131887,
106.2468924139845,226.29979640373344,
107.70499776030972,225.60947111646638,
109.24113176348926,224.8696847754983,
110.61357105823157,224.19776514886485,
112.09165031767779,223.46243963820731,
113.63753395428321,222.68028847832298,
115.04620045205395,221.95578785322502,
116.56366210383085,221.16263851958348,
117.9856669308376,220.40731022106652,
119.36996142804777,219.6606753806115,
120.75350478144736,218.90315457525267,
122.21582155348617,218.09010285202405,
123.64643920944116,217.28220836236449,
125.09435052633656,216.45185022631256,
126.54745662446979,215.60552224346654,
127.9031388065989,214.80406672924025,
129.33802802498306,213.94315718575504,
130.70457481930308,213.1110370705966,
132.08875374760018,212.25588598059144,
133.50767386840528,211.3662721870439,
134.8920963829328,210.48544446924964,
136.18107905973608,209.65379487651998,
137.6253814331914,208.7085393206722,
138.95677481287447,207.8244805926484,
140.3473637806845,206.88793459216564,
141.64910279090407,205.99886329427136,
143.0296785749997,205.0427054219005,
144.3962017533539,204.08267177593672,
145.67909998729596,203.1688948311021,
147.04684830217167,202.18116728419122,
148.28318022987938,201.2761745982696,
149.66018627449392,200.25440979984378,
151.03240830688327,199.22151400143233,
152.30506398065248,198.25026478128436,
153.57686043792665,197.26669241924648,
154.81188356515833,196.29895747814825,
156.1111916143516,195.26724213945153,
157.41884064299245,194.21459422663415,
158.64440528512452,193.21478378149317,
159.8922447125221,192.18342821583485,
161.17744115309466,191.1068613716962,
162.4881390499015,189.9936963904326,
163.64591130768702,188.99739604628587,
164.90875406095654,187.8965216124635,
166.16285814492664,186.78839517782947,
167.34109245438088,185.73356933030269,
168.5828683231222,184.60719516841385,
169.7446655903702,183.53950120781462,
170.94371428998224,182.4232620713294,
172.18497583201543,181.25212853295895,
173.33617447613318,180.15152127578475,
174.5356336568505,178.98969965895154,
175.69337046696376,177.85342159755663,
176.8767689891967,176.67656492003218,
177.9537262305562,175.59177463839316,
179.1260346257864,174.39571015148732,
180.3203947270909,173.1604898510804,
181.40453452801017,172.02440191053117,
182.5568420988267,170.8010521129892,
183.6299597415514,169.64680334540995,
184.76299426898896,168.4121015508017,
185.82790944274902,167.23632402124088,
186.9402303446695,165.99201871982254,
188.07859078022472,164.70107373701234,
189.12290998887698,163.50084072364623,
190.14811330471585,162.30740897031453,
191.2059207221757,161.0599139475278,
192.27877226736516,159.77757582137343,
193.34361394866198,158.48737156401694,
194.33715837343317,157.26750737307168,
195.3872388325946,155.96097877794506,
196.3677245046431,154.72464823960206,
197.39825854999683,153.4077166293424,
